Start Date,End Date,Approving,Disapproving,Unsure/NoData,President
16055,16055,65,23,10,Franklin D. Roosevelt
15789,15789,71,19,8,Franklin D. Roosevelt
15733,15733,75,16,7,Franklin D. Roosevelt
15713,15713,75,14,9,Franklin D. Roosevelt
15662,15662,72,18,8,Franklin D. Roosevelt
15587,15587,74,18,6,Franklin D. Roosevelt
15566,15566,74,16,8,Franklin D. Roosevelt
15523,15523,79,12,8,Franklin D. Roosevelt
15501,15501,77,15,6,Franklin D. Roosevelt
15412,15417,75,14,9,Franklin D. Roosevelt
15412,15417,74,15,9,Franklin D. Roosevelt
15395,15400,78,13,7,Franklin D. Roosevelt
15364,15364,83,10,5,Franklin D. Roosevelt
15236,15236,70,24,5,Franklin D. Roosevelt
15228,15228,70,23,6,Franklin D. Roosevelt
15214,15214,67,24,7,Franklin D. Roosevelt
15207,15207,65,26,7,Franklin D. Roosevelt
15193,15193,68,23,7,Franklin D. Roosevelt
15186,15186,65,25,8,Franklin D. Roosevelt
15179,15179,69,24,6,Franklin D. Roosevelt
19339,19344,32,56,12,Harry S. Truman
19332,19332,32,56,11,Harry S. Truman
19274,19274,32,55,11,Harry S. Truman
19270,19270,30,56,11,Harry S. Truman
19268,19268,32,54,11,Harry S. Truman
19186,19186,28,58,11,Harry S. Truman
19142,19142,30,59,6,Harry S. Truman
19123,19123,26,60,12,Harry S. Truman
19095,19095,28,60,11,Harry S. Truman
19033,19038,22,64,13,Harry S. Truman
18997,18997,23,66,9,Harry S. Truman
18943,18948,22,60,16,Harry S. Truman
18913,18913,27,58,12,Harry S. Truman
18841,18841,29,58,10,Harry S. Truman
18815,18815,28,56,14,Harry S. Truman
18793,18793,24,61,13,Harry S. Truman
18767,18772,23,63,12,Harry S. Truman
18732,18732,24,54,20,Harry S. Truman
18711,18711,26,60,12,Harry S. Truman
18689,18689,27,58,14,Harry S. Truman
18663,18668,25,58,15,Harry S. Truman
18598,18598,33,52,13,Harry S. Truman
18554,18554,40,45,13,Harry S. Truman
18547,18547,36,48,14,Harry S. Truman
18542,18542,42,36,21,Harry S. Truman
18535,18535,34,50,14,Harry S. Truman
18521,18521,34,47,17,Harry S. Truman
18493,18493,42,32,25,Harry S. Truman
18472,18472,39,44,16,Harry S. Truman
18451,18451,45,39,14,Harry S. Truman
18418,18423,36,46,17,Harry S. Truman
18385,18385,40,37,22,Harry S. Truman
18381,18381,39,47,13,Harry S. Truman
18318,18318,35,47,17,Harry S. Truman
18269,18269,44,41,13,Harry S. Truman
18169,18173,49,34,16,Harry S. Truman
18169,18173,47,34,18,Harry S. Truman
18058,18058,56,27,15,Harry S. Truman
18018,18018,50,31,18,Harry S. Truman
17961,17961,56,26,17,Harry S. Truman
17903,17903,67,18,14,Harry S. Truman
17700,17700,38,45,15,Harry S. Truman
17681,17686,38,45,16,Harry S. Truman
17630,17630,36,49,14,Harry S. Truman
17499,17504,53,32,14,Harry S. Truman
17420,17420,55,27,17,Harry S. Truman
17352,17357,59,26,13,Harry S. Truman
17336,17336,55,31,13,Harry S. Truman
17310,17315,64,23,12,Harry S. Truman
17280,17280,57,24,17,Harry S. Truman
17252,17252,63,21,15,Harry S. Truman
17240,17245,58,22,19,Harry S. Truman
17182,17182,49,37,13,Harry S. Truman
17119,17119,34,52,13,Harry S. Truman
17096,17096,27,56,16,Harry S. Truman
17056,17056,33,51,15,Harry S. Truman
16965,16965,45,42,12,Harry S. Truman
16951,16951,45,42,12,Harry S. Truman
16888,16888,50,33,16,Harry S. Truman
16860,16860,48,38,12,Harry S. Truman
16805,16805,63,22,14,Harry S. Truman
16741,16741,75,13,11,Harry S. Truman
16713,16713,80,8,10,Harry S. Truman
16671,16671,91,2,5,Harry S. Truman
16586,16586,86,2,10,Harry S. Truman
22258,22263,59,28,13,Dwight D. Eisenhower
22256,22256,68,31,0,Dwight D. Eisenhower
22235,22235,59,25,14,Dwight D. Eisenhower
22207,22212,57,31,10,Dwight D. Eisenhower
22185,22185,64,25,9,Dwight D. Eisenhower
22168,22173,58,28,13,Dwight D. Eisenhower
22153,22158,60,28,11,Dwight D. Eisenhower
22137,22137,63,24,12,Dwight D. Eisenhower
22125,22125,62,26,11,Dwight D. Eisenhower
22111,22111,49,33,17,Dwight D. Eisenhower
22095,22095,57,26,16,Dwight D. Eisenhower
22081,22081,60,23,15,Dwight D. Eisenhower
22060,22060,64,21,13,Dwight D. Eisenhower
22032,22032,61,21,16,Dwight D. Eisenhower
22003,22003,65,22,12,Dwight D. Eisenhower
21977,21982,63,22,14,Dwight D. Eisenhower
21950,21955,63,21,14,Dwight D. Eisenhower
21921,21926,66,17,15,Dwight D. Eisenhower
21894,21899,76,15,8,Dwight D. Eisenhower
21887,21892,66,18,15,Dwight D. Eisenhower
21864,21864,64,20,14,Dwight D. Eisenhower
21837,21837,66,19,14,Dwight D. Eisenhower
21809,21809,66,19,13,Dwight D. Eisenhower
21754,21759,60,26,13,Dwight D. Eisenhower
21726,21731,62,23,14,Dwight D. Eisenhower
21699,21704,63,20,15,Dwight D. Eisenhower
21667,21667,59,24,15,Dwight D. Eisenhower
21640,21640,62,22,15,Dwight D. Eisenhower
21613,21618,58,25,16,Dwight D. Eisenhower
21585,21590,58,25,15,Dwight D. Eisenhower
21557,21562,56,27,15,Dwight D. Eisenhower
21522,21527,56,32,11,Dwight D. Eisenhower
21496,21501,51,29,18,Dwight D. Eisenhower
21471,21471,56,26,16,Dwight D. Eisenhower
21452,21457,53,27,18,Dwight D. Eisenhower
21438,21443,56,29,14,Dwight D. Eisenhower
21417,21422,55,26,17,Dwight D. Eisenhower
21396,21401,57,26,15,Dwight D. Eisenhower
21374,21374,52,32,15,Dwight D. Eisenhower
21331,21331,53,31,15,Dwight D. Eisenhower
21312,21317,51,32,15,Dwight D. Eisenhower
21289,21289,54,30,15,Dwight D. Eisenhower
21269,21269,47,35,16,Dwight D. Eisenhower
21248,21248,50,32,15,Dwight D. Eisenhower
21230,21235,54,32,0,Dwight D. Eisenhower
21207,21207,57,27,14,Dwight D. Eisenhower
21185,21185,60,29,9,Dwight D. Eisenhower
21131,21136,57,27,14,Dwight D. Eisenhower
21103,21108,56,26,15,Dwight D. Eisenhower
21082,21087,57,27,14,Dwight D. Eisenhower
21038,21038,62,19,17,Dwight D. Eisenhower
21019,21024,64,22,13,Dwight D. Eisenhower
20996,20996,63,22,13,Dwight D. Eisenhower
20977,20982,63,22,14,Dwight D. Eisenhower
20955,20955,61,22,14,Dwight D. Eisenhower
20935,20940,62,22,14,Dwight D. Eisenhower
20916,20921,66,20,12,Dwight D. Eisenhower
20894,20899,65,19,14,Dwight D. Eisenhower
20879,20884,71,17,10,Dwight D. Eisenhower
20856,20863,72,15,11,Dwight D. Eisenhower
20837,20842,73,13,12,Dwight D. Eisenhower
20803,20808,77,11,10,Dwight D. Eisenhower
20779,20779,74,14,10,Dwight D. Eisenhower
20668,20668,67,19,13,Dwight D. Eisenhower
20646,20646,69,20,9,Dwight D. Eisenhower
20619,20619,72,18,8,Dwight D. Eisenhower
20604,20604,71,18,9,Dwight D. Eisenhower
20583,20583,69,16,13,Dwight D. Eisenhower
20543,20548,72,17,10,Dwight D. Eisenhower
20520,20520,72,17,10,Dwight D. Eisenhower
20499,20499,74,15,10,Dwight D. Eisenhower
20478,20478,76,13,8,Dwight D. Eisenhower
20458,20458,76,11,11,Dwight D. Eisenhower
20429,20429,74,12,11,Dwight D. Eisenhower
20410,20415,77,13,9,Dwight D. Eisenhower
20345,20345,70,16,12,Dwight D. Eisenhower
20324,20324,70,15,13,Dwight D. Eisenhower
20303,20303,75,11,13,Dwight D. Eisenhower
20282,20282,72,17,9,Dwight D. Eisenhower
20262,20262,67,15,17,Dwight D. Eisenhower
20243,20248,69,15,14,Dwight D. Eisenhower
20221,20226,67,16,15,Dwight D. Eisenhower
20193,20198,69,14,16,Dwight D. Eisenhower
20170,20170,64,22,12,Dwight D. Eisenhower
20149,20149,70,16,12,Dwight D. Eisenhower
20130,20135,72,15,12,Dwight D. Eisenhower
20107,20107,69,17,13,Dwight D. Eisenhower
20089,20094,69,17,12,Dwight D. Eisenhower
20058,20058,68,23,7,Dwight D. Eisenhower
20039,20044,57,23,18,Dwight D. Eisenhower
20010,20010,61,25,12,Dwight D. Eisenhower
19983,19988,65,21,12,Dwight D. Eisenhower
19960,19960,61,22,15,Dwight D. Eisenhower
19939,19939,67,18,13,Dwight D. Eisenhower
19921,19926,74,20,5,Dwight D. Eisenhower
19905,19905,64,21,14,Dwight D. Eisenhower
19887,19892,61,23,13,Dwight D. Eisenhower
19865,19870,61,23,14,Dwight D. Eisenhower
19822,19827,68,21,9,Dwight D. Eisenhower
19817,19817,60,22,16,Dwight D. Eisenhower
19800,19800,64,22,11,Dwight D. Eisenhower
19778,19778,66,21,12,Dwight D. Eisenhower
19750,19750,70,17,11,Dwight D. Eisenhower
19731,19731,70,18,10,Dwight D. Eisenhower
19702,19702,68,21,9,Dwight D. Eisenhower
19664,19668,61,25,13,Dwight D. Eisenhower
19641,19646,64,19,16,Dwight D. Eisenhower
19614,19619,60,20,17,Dwight D. Eisenhower
19586,19591,73,14,0,Dwight D. Eisenhower
19563,19563,72,12,14,Dwight D. Eisenhower
19488,19493,73,10,15,Dwight D. Eisenhower
19468,19473,73,10,17,Dwight D. Eisenhower
19446,19451,73,7,18,Dwight D. Eisenhower
19410,19410,66,7,25,Dwight D. Eisenhower
19391,19395,68,7,25,Dwight D. Eisenhower
23323,23328,58,30,11,John F. Kennedy
23293,23293,58,28,13,John F. Kennedy
23264,23264,56,29,14,John F. Kennedy
23238,23243,62,25,11,John F. Kennedy
23210,23215,60,27,12,John F. Kennedy
23154,23159,63,24,11,John F. Kennedy
23137,23137,64,23,12,John F. Kennedy
23133,23133,63,24,11,John F. Kennedy
23105,23110,65,21,13,John F. Kennedy
23078,23083,66,19,13,John F. Kennedy
23049,23054,70,17,11,John F. Kennedy
23022,23027,73,14,12,John F. Kennedy
22993,22998,75,13,11,John F. Kennedy
22966,22971,72,13,13,John F. Kennedy
22938,22943,60,24,14,John F. Kennedy
22909,22914,62,22,15,John F. Kennedy
22881,22886,67,19,13,John F. Kennedy
22853,22858,65,22,11,John F. Kennedy
22825,22830,68,19,12,John F. Kennedy
22795,22795,70,18,10,John F. Kennedy
22767,22767,73,16,10,John F. Kennedy
22740,22740,77,12,10,John F. Kennedy
22711,22711,79,11,9,John F. Kennedy
22685,22690,77,11,11,John F. Kennedy
22657,22662,78,9,12,John F. Kennedy
22620,22620,76,10,12,John F. Kennedy
22600,22600,79,8,12,John F. Kennedy
22573,22578,76,12,10,John F. Kennedy
22543,22543,78,10,10,John F. Kennedy
22517,22522,75,11,12,John F. Kennedy
22487,22487,74,11,13,John F. Kennedy
22453,22453,71,13,14,John F. Kennedy
22429,22434,73,11,15,John F. Kennedy
22416,22416,74,10,15,John F. Kennedy
22405,22410,77,8,14,John F. Kennedy
22399,22404,83,5,12,John F. Kennedy
22375,22375,78,6,15,John F. Kennedy
22350,22355,72,7,19,John F. Kennedy
22322,22327,72,6,22,John F. Kennedy
25204,25209,49,37,14,Lyndon B. Johnson
25177,25182,44,43,12,Lyndon B. Johnson
25151,25156,43,44,12,Lyndon B. Johnson
25107,25112,41,50,7,Lyndon B. Johnson
25057,25062,34,52,13,Lyndon B. Johnson
25035,25035,39,47,12,Lyndon B. Johnson
25015,25020,39,47,13,Lyndon B. Johnson
25002,25007,42,44,12,Lyndon B. Johnson
24981,24986,40,45,13,Lyndon B. Johnson
24960,24965,46,42,11,Lyndon B. Johnson
24932,24937,50,37,12,Lyndon B. Johnson
24890,24895,41,48,10,Lyndon B. Johnson
24870,24874,40,46,12,Lyndon B. Johnson
24841,24846,48,38,12,Lyndon B. Johnson
24813,24818,44,40,14,Lyndon B. Johnson
24792,24797,41,45,12,Lyndon B. Johnson
24772,24777,40,47,12,Lyndon B. Johnson
24751,24756,37,50,11,Lyndon B. Johnson
24729,24734,37,47,15,Lyndon B. Johnson
24708,24713,38,48,13,Lyndon B. Johnson
24687,24692,39,47,13,Lyndon B. Johnson
24666,24671,46,39,14,Lyndon B. Johnson
24645,24650,50,35,13,Lyndon B. Johnson
24625,24630,43,39,16,Lyndon B. Johnson
24603,24608,41,39,18,Lyndon B. Johnson
24581,24586,48,36,14,Lyndon B. Johnson
24561,24566,45,38,15,Lyndon B. Johnson
24540,24545,44,41,14,Lyndon B. Johnson
24519,24524,44,42,12,Lyndon B. Johnson
24498,24503,45,36,17,Lyndon B. Johnson
24479,24484,46,37,16,Lyndon B. Johnson
24449,24454,43,46,10,Lyndon B. Johnson
24421,24426,48,35,16,Lyndon B. Johnson
24401,24406,44,40,14,Lyndon B. Johnson
24380,24386,44,41,13,Lyndon B. Johnson
24337,24342,46,38,14,Lyndon B. Johnson
24317,24322,51,38,10,Lyndon B. Johnson
24296,24301,55,30,13,Lyndon B. Johnson
24274,24279,48,38,13,Lyndon B. Johnson
24246,24251,50,32,16,Lyndon B. Johnson
24232,24237,46,33,20,Lyndon B. Johnson
24211,24216,53,33,13,Lyndon B. Johnson
24167,24196,57,27,14,Lyndon B. Johnson
24188,24188,56,28,14,Lyndon B. Johnson
24148,24153,55,34,10,Lyndon B. Johnson
24128,24133,61,26,12,Lyndon B. Johnson
24107,24112,59,23,17,Lyndon B. Johnson
24087,24092,63,25,10,Lyndon B. Johnson
24062,24062,62,22,15,Lyndon B. Johnson
24044,24048,64,21,13,Lyndon B. Johnson
24023,24028,65,21,12,Lyndon B. Johnson
24001,24006,63,23,13,Lyndon B. Johnson
23981,23986,63,24,11,Lyndon B. Johnson
23959,23964,65,22,12,Lyndon B. Johnson
23939,23944,65,19,14,Lyndon B. Johnson
23917,23922,65,20,13,Lyndon B. Johnson
23897,23902,68,18,12,Lyndon B. Johnson
23875,23880,70,17,12,Lyndon B. Johnson
23855,23860,63,22,14,Lyndon B. Johnson
23834,23839,66,21,11,Lyndon B. Johnson
23817,23817,69,20,10,Lyndon B. Johnson
23792,23797,68,17,13,Lyndon B. Johnson
23770,23775,70,14,15,Lyndon B. Johnson
23749,23754,70,15,13,Lyndon B. Johnson
23701,23706,68,18,13,Lyndon B. Johnson
23553,23558,73,14,11,Lyndon B. Johnson
23539,23544,74,13,11,Lyndon B. Johnson
23530,23530,73,12,13,Lyndon B. Johnson
23517,23517,73,13,12,Lyndon B. Johnson
23501,23501,75,10,14,Lyndon B. Johnson
23491,23496,74,10,14,Lyndon B. Johnson
23463,23469,75,11,12,Lyndon B. Johnson
23449,23453,77,8,13,Lyndon B. Johnson
23435,23441,79,8,11,Lyndon B. Johnson
23418,23418,73,8,17,Lyndon B. Johnson
23406,23412,75,7,16,Lyndon B. Johnson
23378,23383,76,5,17,Lyndon B. Johnson
23357,23362,73,4,22,Lyndon B. Johnson
23350,23355,77,2,19,Lyndon B. Johnson
27243,27246,24,66,10,Richard Nixon
27219,27219,23,62,13,Richard Nixon
27205,27205,27,58,14,Richard Nixon
27198,27198,25,61,13,Richard Nixon
27177,27177,27,60,11,Richard Nixon
27166,27169,26,61,12,Richard Nixon
27156,27156,24,61,13,Richard Nixon
27149,27149,25,57,16,Richard Nixon
27120,27149,26,59,14,Richard Nixon
27128,27128,25,61,13,Richard Nixon
27114,27114,25,65,9,Richard Nixon
27100,27100,26,62,11,Richard Nixon
27072,27072,25,63,11,Richard Nixon
27072,27072,26,63,9,Richard Nixon
27058,27058,28,58,12,Richard Nixon
27044,27044,26,63,9,Richard Nixon
27031,27031,22,54,22,Richard Nixon
27002,27002,28,60,11,Richard Nixon
26995,26995,30,58,10,Richard Nixon
26967,26967,26,62,10,Richard Nixon
26953,26953,27,59,13,Richard Nixon
26939,26939,29,56,13,Richard Nixon
26925,26925,32,58,8,Richard Nixon
26911,26911,33,55,10,Richard Nixon
26890,26890,36,54,9,Richard Nixon
26848,26848,39,49,11,Richard Nixon
26813,26813,42,42,14,Richard Nixon
26792,26792,44,45,10,Richard Nixon
26785,26785,44,41,14,Richard Nixon
26785,26785,44,42,12,Richard Nixon
26778,26778,47,40,11,Richard Nixon
26757,26757,53,36,9,Richard Nixon
26750,26750,57,33,8,Richard Nixon
26708,26708,65,25,9,Richard Nixon
26687,26687,66,25,8,Richard Nixon
26673,26673,51,36,12,Richard Nixon
26638,26638,59,29,11,Richard Nixon
26604,26633,62,28,9,Richard Nixon
26470,26470,56,32,10,Richard Nixon
26463,26463,59,30,10,Richard Nixon
26442,26442,61,30,8,Richard Nixon
26414,26414,53,36,9,Richard Nixon
26379,26379,52,36,10,Richard Nixon
26358,26358,55,31,12,Richard Nixon
26330,26330,51,36,11,Richard Nixon
26302,26302,49,39,11,Richard Nixon
26277,26280,49,36,13,Richard Nixon
26235,26239,49,36,14,Richard Nixon
26214,26217,50,36,13,Richard Nixon
26172,26175,47,37,15,Richard Nixon
26170,26170,47,43,9,Richard Nixon
26129,26132,47,34,17,Richard Nixon
26109,26112,44,36,19,Richard Nixon
26088,26091,43,32,24,Richard Nixon
26067,26070,40,28,31,Richard Nixon
26046,26049,47,36,15,Richard Nixon
26022,26022,48,38,12,Richard Nixon
26003,26006,49,36,13,Richard Nixon
25983,25986,49,36,13,Richard Nixon
25941,25944,55,33,10,Richard Nixon
25905,25910,48,32,19,Richard Nixon
25885,25889,56,29,13,Richard Nixon
25850,25855,57,27,14,Richard Nixon
25836,25839,51,31,17,Richard Nixon
25822,25825,57,29,13,Richard Nixon
25805,25812,54,30,14,Richard Nixon
25780,25782,54,31,13,Richard Nixon
25758,25763,60,28,10,Richard Nixon
25737,25742,54,31,14,Richard Nixon
25710,25713,59,28,11,Richard Nixon
25687,25691,57,31,11,Richard Nixon
25675,25677,56,30,13,Richard Nixon
25645,25652,53,30,16,Richard Nixon
25640,25642,54,34,11,Richard Nixon
25626,25629,55,26,17,Richard Nixon
25598,25601,60,22,16,Richard Nixon
25583,25588,56,20,22,Richard Nixon
25570,25573,58,20,21,Richard Nixon
25538,25567,53,37,8,Richard Nixon
25549,25552,56,21,21,Richard Nixon
25519,25524,64,18,16,Richard Nixon
25493,25498,55,28,16,Richard Nixon
25478,25483,53,22,23,Richard Nixon
25463,25468,54,21,23,Richard Nixon
25457,25462,56,21,21,Richard Nixon
25429,25434,58,18,22,Richard Nixon
25408,25413,62,20,16,Richard Nixon
25394,25399,57,22,19,Richard Nixon
25373,25378,63,15,21,Richard Nixon
25345,25350,59,14,25,Richard Nixon
25338,25343,62,11,25,Richard Nixon
25324,25329,62,15,23,Richard Nixon
25297,25323,56,27,15,Richard Nixon
25297,25303,59,11,28,Richard Nixon
25289,25294,62,10,27,Richard Nixon
25274,25279,65,8,26,Richard Nixon
25254,25259,59,6,34,Richard Nixon
25226,25231,59,5,36,Richard Nixon
28104,28107,53,32,15,Gerald R. Ford
27919,27919,45,39,14,Gerald R. Ford
27897,27897,47,37,15,Gerald R. Ford
27859,27862,48,41,11,Gerald R. Ford
27835,27835,50,35,13,Gerald R. Ford
27817,27820,50,39,11,Gerald R. Ford
27786,27786,46,39,13,Gerald R. Ford
27779,27779,44,44,10,Gerald R. Ford
27758,27758,45,41,12,Gerald R. Ford
27740,27743,39,45,15,Gerald R. Ford
27730,27730,45,37,16,Gerald R. Ford
27716,27716,41,46,12,Gerald R. Ford
27695,27695,44,43,12,Gerald R. Ford
27681,27681,46,40,13,Gerald R. Ford
27670,27673,47,36,16,Gerald R. Ford
27646,27646,44,38,17,Gerald R. Ford
27618,27618,46,38,14,Gerald R. Ford
27604,27604,45,36,18,Gerald R. Ford
27569,27569,51,33,14,Gerald R. Ford
27541,27541,50,32,16,Gerald R. Ford
27516,27519,39,43,17,Gerald R. Ford
27499,27499,39,46,14,Gerald R. Ford
27485,27485,43,36,19,Gerald R. Ford
27478,27478,36,43,19,Gerald R. Ford
27457,27457,38,44,16,Gerald R. Ford
27450,27450,38,45,16,Gerald R. Ford
27422,27422,38,43,18,Gerald R. Ford
27401,27401,37,38,24,Gerald R. Ford
27366,27366,42,41,16,Gerald R. Ford
27345,27345,48,31,20,Gerald R. Ford
27338,27338,47,33,19,Gerald R. Ford
27317,27317,53,28,17,Gerald R. Ford
27310,27310,52,28,19,Gerald R. Ford
27296,27296,49,28,21,Gerald R. Ford
27275,27275,66,12,20,Gerald R. Ford
27254,27254,70,3,26,Gerald R. Ford
29560,29563,34,55,11,Jimmy Carter
29543,29543,31,56,12,Jimmy Carter
29473,29473,37,54,7,Jimmy Carter
29445,29445,32,54,13,Jimmy Carter
29410,29410,32,54,12,Jimmy Carter
29396,29396,30,58,10,Jimmy Carter
29382,29382,32,55,11,Jimmy Carter
29368,29368,38,51,10,Jimmy Carter
29354,29354,38,50,10,Jimmy Carter
29340,29340,42,47,10,Jimmy Carter
29319,29319,38,50,10,Jimmy Carter
29304,29304,39,50,10,Jimmy Carter
29284,29284,42,44,12,Jimmy Carter
29277,29277,51,38,10,Jimmy Carter
29249,29249,55,35,8,Jimmy Carter
29242,29242,57,32,9,Jimmy Carter
29222,29222,56,33,10,Jimmy Carter
29193,29193,54,35,10,Jimmy Carter
29186,29186,51,36,11,Jimmy Carter
29172,29172,37,49,12,Jimmy Carter
29158,29158,31,55,12,Jimmy Carter
29140,29143,31,54,13,Jimmy Carter
29130,29130,28,58,12,Jimmy Carter
29123,29123,32,53,13,Jimmy Carter
29102,29102,29,55,14,Jimmy Carter
29081,29081,32,53,13,Jimmy Carter
29074,29074,33,54,11,Jimmy Carter
29067,29067,32,53,14,Jimmy Carter
29066,29066,32,53,14,Jimmy Carter
29046,29046,29,57,13,Jimmy Carter
29032,29032,28,59,12,Jimmy Carter
29025,29025,29,56,13,Jimmy Carter
29004,29004,29,55,15,Jimmy Carter
28990,28990,32,52,15,Jimmy Carter
28976,28976,37,48,14,Jimmy Carter
28948,28948,40,45,13,Jimmy Carter
28934,28934,42,43,13,Jimmy Carter
28927,28927,46,39,13,Jimmy Carter
28913,28913,39,47,12,Jimmy Carter
28906,28906,37,46,16,Jimmy Carter
28885,28885,42,42,15,Jimmy Carter
28871,28871,43,41,15,Jimmy Carter
28857,28857,50,35,13,Jimmy Carter
28829,28829,51,33,15,Jimmy Carter
28822,28822,50,33,16,Jimmy Carter
28787,28787,49,36,14,Jimmy Carter
28752,28752,47,34,18,Jimmy Carter
28744,28744,44,40,15,Jimmy Carter
28738,28738,42,41,16,Jimmy Carter
28717,28717,42,40,16,Jimmy Carter
28710,28710,40,43,16,Jimmy Carter
28703,28703,39,43,17,Jimmy Carter
28689,28689,38,44,17,Jimmy Carter
28676,28676,40,41,18,Jimmy Carter
28654,28654,42,42,15,Jimmy Carter
28640,28640,43,40,15,Jimmy Carter
28626,28626,42,43,14,Jimmy Carter
28613,28613,41,42,15,Jimmy Carter
28605,28605,41,41,17,Jimmy Carter
28591,28591,40,43,15,Jimmy Carter
28577,28577,47,38,13,Jimmy Carter
28556,28556,49,34,15,Jimmy Carter
28550,28550,48,33,18,Jimmy Carter
28542,28542,50,33,16,Jimmy Carter
28532,28532,46,34,18,Jimmy Carter
28507,28507,51,28,19,Jimmy Carter
28493,28493,54,26,18,Jimmy Carter
28465,28465,56,27,16,Jimmy Carter
28444,28444,55,29,14,Jimmy Carter
28430,28430,54,30,15,Jimmy Carter
28423,28423,51,30,18,Jimmy Carter
28416,28416,54,29,16,Jimmy Carter
28409,28409,54,29,15,Jimmy Carter
28395,28395,59,23,17,Jimmy Carter
28374,28374,53,29,17,Jimmy Carter
28353,28353,66,15,18,Jimmy Carter
28339,28339,59,22,17,Jimmy Carter
28325,28325,66,17,16,Jimmy Carter
28311,28311,62,22,15,Jimmy Carter
28290,28290,63,17,18,Jimmy Carter
28276,28276,62,19,18,Jimmy Carter
28262,28262,63,18,17,Jimmy Carter
28251,28254,65,18,15,Jimmy Carter
28244,28247,63,18,19,Jimmy Carter
28227,28227,63,17,19,Jimmy Carter
28213,28213,67,14,18,Jimmy Carter
28206,28206,71,10,18,Jimmy Carter
28199,28199,74,8,16,Jimmy Carter
28185,28185,70,9,20,Jimmy Carter
28171,28171,71,8,20,Jimmy Carter
28160,28163,66,8,26,Jimmy Carter
32504,32506,63,29,8,Ronald Reagan
32458,32461,56,35,8,Ronald Reagan
32395,32397,53,37,9,Ronald Reagan
32325,32331,50,35,14,Ronald Reagan
32276,32278,49,37,12,Ronald Reagan
32210,32214,51,36,11,Ronald Reagan
32212,32212,51,41,6,Ronald Reagan
32177,32177,52,36,10,Ronald Reagan
32126,32126,51,35,12,Ronald Reagan
32119,32122,61,32,6,Ronald Reagan
32087,32087,52,38,9,Ronald Reagan
32073,32076,50,40,8,Ronald Reagan
32073,32076,50,40,8,Ronald Reagan
32072,32073,48,38,12,Ronald Reagan
32057,32059,47,41,11,Ronald Reagan
32045,32054,51,38,10,Ronald Reagan
32022,32023,51,36,11,Ronald Reagan
32013,32022,48,42,8,Ronald Reagan
31968,31971,48,43,8,Ronald Reagan
31967,31968,50,39,10,Ronald Reagan
31929,31929,45,40,14,Ronald Reagan
31914,31915,49,42,8,Ronald Reagan
31896,31897,47,44,8,Ronald Reagan
31877,31880,48,43,8,Ronald Reagan
31850,31854,46,43,9,Ronald Reagan
31841,31842,46,45,8,Ronald Reagan
31835,31835,40,52,7,Ronald Reagan
31805,31806,49,40,9,Ronald Reagan
31793,31796,48,42,8,Ronald Reagan
31784,31785,52,36,10,Ronald Reagan
31750,31751,47,43,8,Ronald Reagan
31750,31751,47,43,8,Ronald Reagan
31686,31687,64,28,7,Ronald Reagan
31668,31672,62,26,10,Ronald Reagan
31644,31645,63,28,7,Ronald Reagan
31624,31624,59,28,12,Ronald Reagan
31604,31607,63,27,8,Ronald Reagan
31594,31595,67,22,9,Ronald Reagan
31572,31579,67,23,9,Ronald Reagan
31532,31533,67,21,10,Ronald Reagan
31513,31522,61,28,9,Ronald Reagan
31519,31520,67,20,12,Ronald Reagan
31513,31516,61,28,9,Ronald Reagan
31497,31498,63,24,12,Ronald Reagan
31475,31481,63,25,11,Ronald Reagan
31441,31442,71,19,8,Ronald Reagan
31422,31425,63,27,9,Ronald Reagan
31370,31370,66,26,7,Ronald Reagan
31362,31369,65,23,10,Ronald Reagan
31364,31365,69,23,6,Ronald Reagan
31331,31334,62,29,8,Ronald Reagan
31286,31287,61,29,9,Ronald Reagan
31272,31273,65,25,8,Ronald Reagan
31260,31261,62,24,13,Ronald Reagan
31245,31246,67,20,11,Ronald Reagan
31240,31243,62,28,9,Ronald Reagan
31218,31219,65,25,9,Ronald Reagan
31205,31208,57,32,9,Ronald Reagan
31184,31187,55,36,8,Ronald Reagan
31163,31163,54,32,12,Ronald Reagan
31149,31152,52,37,10,Ronald Reagan
31114,31117,55,37,7,Ronald Reagan
31106,31107,57,30,11,Ronald Reagan
31093,31096,59,31,9,Ronald Reagan
31072,31075,63,28,7,Ronald Reagan
31058,31061,61,29,9,Ronald Reagan
31050,31051,59,29,11,Ronald Reagan
31023,31026,59,31,9,Ronald Reagan
31016,31019,61,30,7,Ronald Reagan
30995,30998,61,30,8,Ronald Reagan
30981,30984,58,32,8,Ronald Reagan
30953,30956,53,35,10,Ronald Reagan
30946,30949,56,36,6,Ronald Reagan
30932,30934,56,35,7,Ronald Reagan
30904,30906,53,38,8,Ronald Reagan
30890,30893,51,36,11,Ronald Reagan
30876,30879,55,34,9,Ronald Reagan
30875,30876,51,38,10,Ronald Reagan
30869,30872,53,35,10,Ronald Reagan
30862,30865,53,36,10,Ronald Reagan
30855,30855,54,36,9,Ronald Reagan
30834,30836,52,36,11,Ronald Reagan
30820,30823,53,38,8,Ronald Reagan
30811,30812,49,38,11,Ronald Reagan
30797,30798,48,38,13,Ronald Reagan
30778,30781,54,36,9,Ronald Reagan
30757,30760,53,38,7,Ronald Reagan
30742,30743,52,35,12,Ronald Reagan
