Start Date,End Date,Approving,Disapproving,Unsure/NoData,President
42135,42137,45,49,6,Barack Obama
42134,42136,46,48,6,Barack Obama
42133,42135,46,48,6,Barack Obama
42132,42134,47,47,6,Barack Obama
42131,42133,46,49,5,Barack Obama
42130,42132,46,49,5,Barack Obama
42129,42131,48,47,5,Barack Obama
42128,42130,48,47,5,Barack Obama
42127,42129,47,49,4,Barack Obama
42126,42128,46,49,5,Barack Obama
42125,42127,46,49,5,Barack Obama
42124,42126,48,48,4,Barack Obama
42123,42125,47,49,4,Barack Obama
42122,42124,49,47,4,Barack Obama
42121,42123,49,47,4,Barack Obama
42120,42122,49,47,4,Barack Obama
42119,42121,46,48,6,Barack Obama
42118,42120,46,48,6,Barack Obama
42117,42119,46,48,6,Barack Obama
42116,42118,47,48,5,Barack Obama
42115,42117,45,49,6,Barack Obama
42114,42116,44,50,6,Barack Obama
42113,42115,45,50,5,Barack Obama
42112,42114,46,50,4,Barack Obama
42111,42113,45,51,4,Barack Obama
42110,42112,44,51,5,Barack Obama
42109,42111,45,51,4,Barack Obama
42108,42110,47,50,3,Barack Obama
42107,42109,47,50,3,Barack Obama
42106,42108,46,49,5,Barack Obama
42105,42107,45,50,5,Barack Obama
42104,42106,47,49,4,Barack Obama
42103,42105,48,48,4,Barack Obama
42102,42104,49,47,4,Barack Obama
42101,42103,47,49,4,Barack Obama
42100,42102,48,48,4,Barack Obama
42098,42101,46,49,5,Barack Obama
42097,42100,49,46,5,Barack Obama
42096,42098,47,47,6,Barack Obama
42095,42097,50,46,4,Barack Obama
42094,42096,48,48,4,Barack Obama
42093,42095,46,49,5,Barack Obama
42092,42094,45,49,6,Barack Obama
42091,42093,47,48,5,Barack Obama
42090,42092,49,46,5,Barack Obama
42089,42091,48,47,5,Barack Obama
42088,42090,47,49,4,Barack Obama
42087,42089,45,51,4,Barack Obama
42086,42088,44,52,4,Barack Obama
42085,42087,45,50,5,Barack Obama
42084,42086,45,50,5,Barack Obama
42083,42085,44,51,5,Barack Obama
42082,42084,43,52,5,Barack Obama
42081,42083,44,51,5,Barack Obama
42080,42082,46,49,5,Barack Obama
42079,42081,46,48,6,Barack Obama
42078,42080,47,48,5,Barack Obama
42077,42079,47,48,5,Barack Obama
42076,42078,48,47,5,Barack Obama
42075,42077,48,47,5,Barack Obama
42074,42076,48,47,5,Barack Obama
42073,42075,47,48,5,Barack Obama
42072,42074,46,49,5,Barack Obama
42071,42073,45,50,5,Barack Obama
42070,42072,46,49,5,Barack Obama
42069,42071,47,49,4,Barack Obama
42068,42070,47,49,4,Barack Obama
42067,42069,45,50,5,Barack Obama
42066,42068,45,50,5,Barack Obama
42065,42067,46,49,5,Barack Obama
42064,42066,48,47,5,Barack Obama
42063,42065,49,47,4,Barack Obama
42062,42064,47,48,5,Barack Obama
42061,42063,44,51,5,Barack Obama
42060,42062,42,53,5,Barack Obama
42059,42061,43,51,6,Barack Obama
42058,42060,43,52,5,Barack Obama
42057,42059,45,51,4,Barack Obama
42056,42058,45,51,4,Barack Obama
42055,42057,46,48,6,Barack Obama
42054,42056,45,50,5,Barack Obama
42053,42055,45,50,5,Barack Obama
42052,42054,44,51,5,Barack Obama
42051,42053,47,49,4,Barack Obama
42050,42052,48,48,4,Barack Obama
42049,42051,50,47,3,Barack Obama
42048,42050,49,48,3,Barack Obama
42047,42049,48,48,4,Barack Obama
42046,42048,47,49,4,Barack Obama
42045,42047,47,49,4,Barack Obama
42044,42046,46,49,5,Barack Obama
42043,42045,46,49,5,Barack Obama
42042,42044,46,49,5,Barack Obama
42041,42043,46,49,5,Barack Obama
42040,42042,45,50,5,Barack Obama
42038,42041,46,49,5,Barack Obama
42037,42040,45,50,5,Barack Obama
42035,42038,45,50,5,Barack Obama
42034,42037,46,49,5,Barack Obama
42033,42035,47,47,6,Barack Obama
42032,42034,49,46,5,Barack Obama
42031,42033,49,47,4,Barack Obama
42030,42032,47,49,4,Barack Obama
42029,42031,49,46,5,Barack Obama
42028,42030,48,46,6,Barack Obama
42027,42029,50,45,5,Barack Obama
42026,42028,48,48,4,Barack Obama
42024,42027,48,49,3,Barack Obama
42023,42026,47,49,4,Barack Obama
42022,42024,46,48,6,Barack Obama
42021,42023,45,49,6,Barack Obama
42020,42022,44,51,7,Barack Obama
42019,42021,46,50,4,Barack Obama
42018,42020,47,49,4,Barack Obama
42017,42019,48,47,5,Barack Obama
42016,42018,46,48,6,Barack Obama
42015,42017,46,48,6,Barack Obama
42014,42016,47,48,5,Barack Obama
42013,42015,46,48,6,Barack Obama
42012,42014,44,50,6,Barack Obama
42011,42013,44,50,6,Barack Obama
42010,42012,44,49,7,Barack Obama
42009,42011,46,47,7,Barack Obama
42008,42010,45,48,7,Barack Obama
42007,42009,46,48,6,Barack Obama
42006,42008,44,49,7,Barack Obama
42003,42007,46,48,6,Barack Obama
42002,42006,48,47,5,Barack Obama
42001,42003,47,48,5,Barack Obama
42000,42002,48,48,4,Barack Obama
41999,42001,45,50,5,Barack Obama
41996,42000,46,49,5,Barack Obama
41995,41999,43,51,6,Barack Obama
41994,41996,43,50,7,Barack Obama
41993,41995,44,51,5,Barack Obama
41992,41994,47,49,4,Barack Obama
41991,41993,47,49,4,Barack Obama
41990,41992,45,50,5,Barack Obama
41989,41991,43,52,5,Barack Obama
41988,41990,42,52,6,Barack Obama
41987,41989,42,52,5,Barack Obama
41986,41988,43,52,5,Barack Obama
41985,41987,44,51,5,Barack Obama
41983,41986,43,52,5,Barack Obama
41982,41985,44,51,5,Barack Obama
41981,41983,42,53,5,Barack Obama
41980,41982,44,51,5,Barack Obama
41979,41981,44,52,4,Barack Obama
41978,41980,44,51,5,Barack Obama
41976,41979,43,51,6,Barack Obama
41975,41978,41,52,7,Barack Obama
41974,41976,42,52,6,Barack Obama
41973,41975,41,53,6,Barack Obama
41972,41974,45,50,5,Barack Obama
41971,41973,45,50,5,Barack Obama
41969,41972,44,51,5,Barack Obama
41968,41971,43,53,4,Barack Obama
41967,41969,41,54,5,Barack Obama
41966,41968,44,52,4,Barack Obama
