year,state,state_po,county,FIPS,republican_candidate,democrat_candidate,republican_votes,democrat_votes,county_totalvotes,winning candidate,winning party
2000,Colorado,CO,Elbert,8039,George W. Bush,Al Gore,6151,2326,8965,George W. Bush,republican
2000,Colorado,CO,El Paso,8041,George W. Bush,Al Gore,128294,61799,200757,George W. Bush,republican
2000,Colorado,CO,Fremont,8043,George W. Bush,Al Gore,9914,5293,16056,George W. Bush,republican
2000,Colorado,CO,Garfield,8045,George W. Bush,Al Gore,9103,6087,17104,George W. Bush,republican
2000,Colorado,CO,Gilpin,8047,George W. Bush,Al Gore,1006,1099,2465,Al Gore,democrat
2000,Colorado,CO,Grand,8049,George W. Bush,Al Gore,3570,2308,6353,George W. Bush,republican
2000,Colorado,CO,Gunnison,8051,George W. Bush,Al Gore,3128,3059,7236,George W. Bush,republican
2000,Colorado,CO,Hinsdale,8053,George W. Bush,Al Gore,316,188,566,George W. Bush,republican
2000,Colorado,CO,Huerfano,8055,George W. Bush,Al Gore,1466,1495,3174,Al Gore,democrat
2000,Colorado,CO,Jackson,8057,George W. Bush,Al Gore,682,173,925,George W. Bush,republican
2000,Colorado,CO,Jefferson,8059,George W. Bush,Al Gore,120138,100970,235491,George W. Bush,republican
2000,Colorado,CO,Kiowa,8061,George W. Bush,Al Gore,728,211,968,George W. Bush,republican
2000,Colorado,CO,Kit Carson,8063,George W. Bush,Al Gore,2542,809,3458,George W. Bush,republican
2000,Colorado,CO,Lake,8065,George W. Bush,Al Gore,1056,1296,2628,Al Gore,democrat
2000,Colorado,CO,La Plata,8067,George W. Bush,Al Gore,9993,7864,20490,George W. Bush,republican
2000,Colorado,CO,Larimer,8069,George W. Bush,Al Gore,62429,46055,118537,George W. Bush,republican
2000,Colorado,CO,Las Animas,8071,George W. Bush,Al Gore,2569,3243,6094,Al Gore,democrat
2000,Colorado,CO,Lincoln,8073,George W. Bush,Al Gore,1630,510,2199,George W. Bush,republican
2000,Colorado,CO,Logan,8075,George W. Bush,Al Gore,5531,2296,8096,George W. Bush,republican
2000,Colorado,CO,Mesa,8077,George W. Bush,Al Gore,32396,15465,51054,George W. Bush,republican
2000,Colorado,CO,Mineral,8079,George W. Bush,Al Gore,294,168,486,George W. Bush,republican
2000,Colorado,CO,Moffat,8081,George W. Bush,Al Gore,3840,1223,5337,George W. Bush,republican
2000,Colorado,CO,Montezuma,8083,George W. Bush,Al Gore,6158,2556,9384,George W. Bush,republican
2000,Colorado,CO,Montrose,8085,George W. Bush,Al Gore,9266,4041,14215,George W. Bush,republican
2000,Colorado,CO,Morgan,8087,George W. Bush,Al Gore,5722,2885,8998,George W. Bush,republican
2000,Colorado,CO,Otero,8089,George W. Bush,Al Gore,4082,2963,7312,George W. Bush,republican
2000,Colorado,CO,Ouray,8091,George W. Bush,Al Gore,1279,705,2233,George W. Bush,republican
2000,Colorado,CO,Park,8093,George W. Bush,Al Gore,3677,2393,6665,George W. Bush,republican
2000,Colorado,CO,Phillips,8095,George W. Bush,Al Gore,1573,564,2220,George W. Bush,republican
2000,Colorado,CO,Pitkin,8097,George W. Bush,Al Gore,2565,4137,7800,Al Gore,democrat
2000,Colorado,CO,Prowers,8099,George W. Bush,Al Gore,3026,1361,4524,George W. Bush,republican
2000,Colorado,CO,Pueblo,8101,George W. Bush,Al Gore,22827,28888,53946,Al Gore,democrat
2000,Colorado,CO,Rio Blanco,8103,George W. Bush,Al Gore,2185,543,2855,George W. Bush,republican
2000,Colorado,CO,Rio Grande,8105,George W. Bush,Al Gore,3111,1707,5075,George W. Bush,republican
2000,Colorado,CO,Routt,8107,George W. Bush,Al Gore,4472,4208,9638,George W. Bush,republican
2000,Colorado,CO,Saguache,8109,George W. Bush,Al Gore,1078,1145,2529,Al Gore,democrat
2000,Colorado,CO,San Juan,8111,George W. Bush,Al Gore,210,149,436,George W. Bush,republican
2000,Colorado,CO,San Miguel,8113,George W. Bush,Al Gore,1043,1598,3255,Al Gore,democrat
2000,Colorado,CO,Sedgwick,8115,George W. Bush,Al Gore,877,384,1303,George W. Bush,republican
2000,Colorado,CO,Summit,8117,George W. Bush,Al Gore,4497,5304,11068,Al Gore,democrat
2000,Colorado,CO,Teller,8119,George W. Bush,Al Gore,6477,2750,9847,George W. Bush,republican
2000,Colorado,CO,Washington,8121,George W. Bush,Al Gore,1878,477,2445,George W. Bush,republican
2000,Colorado,CO,Weld,8123,George W. Bush,Al Gore,37409,23436,64541,George W. Bush,republican
2000,Colorado,CO,Yuma,8125,George W. Bush,Al Gore,3156,1082,4358,George W. Bush,republican
2000,Connecticut,CT,Fairfield,9001,George W. Bush,Al Gore,159659,193769,370289,Al Gore,democrat
2000,Connecticut,CT,Hartford,9003,George W. Bush,Al Gore,127468,221167,367556,Al Gore,democrat
2000,Connecticut,CT,Litchfield,9005,George W. Bush,Al Gore,39172,41806,87338,Al Gore,democrat
2000,Connecticut,CT,Middlesex,9007,George W. Bush,Al Gore,29295,43319,77433,Al Gore,democrat
2000,Connecticut,CT,New Haven,9009,George W. Bush,Al Gore,122919,197928,341099,Al Gore,democrat
2000,Connecticut,CT,New London,9011,George W. Bush,Al Gore,41168,60449,109147,Al Gore,democrat
2000,Connecticut,CT,Tolland,9013,George W. Bush,Al Gore,24705,33554,62700,Al Gore,democrat
2000,Connecticut,CT,Windham,9015,George W. Bush,Al Gore,16708,24023,43963,Al Gore,democrat
2000,Delaware,DE,Kent,10001,George W. Bush,Al Gore,24081,22790,48247,George W. Bush,republican
2000,Delaware,DE,New Castle,10003,George W. Bush,Al Gore,78587,127539,212995,Al Gore,democrat
2000,Delaware,DE,Sussex,10005,George W. Bush,Al Gore,34620,29739,66287,George W. Bush,republican
2000,District of Columbia,DC,District of Columbia,11001,George W. Bush,Al Gore,18073,171923,201894,Al Gore,democrat
2000,Florida,FL,Alachua,12001,George W. Bush,Al Gore,34124,47365,85729,Al Gore,democrat
2000,Florida,FL,Baker,12003,George W. Bush,Al Gore,5610,2392,8154,George W. Bush,republican
2000,Florida,FL,Bay,12005,George W. Bush,Al Gore,38637,18850,58805,George W. Bush,republican
2000,Florida,FL,Bradford,12007,George W. Bush,Al Gore,5414,3075,8673,George W. Bush,republican
2000,Florida,FL,Brevard,12009,George W. Bush,Al Gore,115185,97318,218395,George W. Bush,republican
2000,Florida,FL,Broward,12011,George W. Bush,Al Gore,177902,387703,575143,Al Gore,democrat
2000,Florida,FL,Calhoun,12013,George W. Bush,Al Gore,2873,2155,5174,George W. Bush,republican
2000,Florida,FL,Charlotte,12015,George W. Bush,Al Gore,35426,29645,66896,George W. Bush,republican
2000,Florida,FL,Citrus,12017,George W. Bush,Al Gore,29767,25525,57206,George W. Bush,republican
2000,Florida,FL,Clay,12019,George W. Bush,Al Gore,41736,14632,57353,George W. Bush,republican
2000,Florida,FL,Collier,12021,George W. Bush,Al Gore,60450,29921,92162,George W. Bush,republican
2000,Florida,FL,Columbia,12023,George W. Bush,Al Gore,10964,7047,18508,George W. Bush,republican
2000,Florida,FL,Desoto,12027,George W. Bush,Al Gore,4256,3320,7817,George W. Bush,republican
2000,Florida,FL,Dixie,12029,George W. Bush,Al Gore,2697,1826,4666,George W. Bush,republican
2000,Florida,FL,Duval,12031,George W. Bush,Al Gore,152098,107864,264636,George W. Bush,republican
2000,Florida,FL,Escambia,12033,George W. Bush,Al Gore,73017,40943,116648,George W. Bush,republican
2000,Florida,FL,Flagler,12035,George W. Bush,Al Gore,12613,13897,27111,Al Gore,democrat
2000,Florida,FL,Franklin,12037,George W. Bush,Al Gore,2454,2046,4644,George W. Bush,republican
2000,Florida,FL,Gadsden,12039,George W. Bush,Al Gore,4767,9735,14727,Al Gore,democrat
2000,Florida,FL,Gilchrist,12041,George W. Bush,Al Gore,3300,1910,5395,George W. Bush,republican
2000,Florida,FL,Glades,12043,George W. Bush,Al Gore,1841,1442,3365,George W. Bush,republican
2000,Florida,FL,Gulf,12045,George W. Bush,Al Gore,3550,2397,6144,George W. Bush,republican
2000,Florida,FL,Hamilton,12047,George W. Bush,Al Gore,2146,1722,3964,George W. Bush,republican
2000,Florida,FL,Hardee,12049,George W. Bush,Al Gore,3765,2339,6233,George W. Bush,republican
2000,Florida,FL,Hendry,12051,George W. Bush,Al Gore,4747,3240,8139,George W. Bush,republican
2000,Florida,FL,Hernando,12053,George W. Bush,Al Gore,30646,32644,65219,Al Gore,democrat
2000,Florida,FL,Highlands,12055,George W. Bush,Al Gore,20206,14167,35149,George W. Bush,republican
2000,Florida,FL,Hillsborough,12057,George W. Bush,Al Gore,180760,169557,360295,George W. Bush,republican
2000,Florida,FL,Holmes,12059,George W. Bush,Al Gore,5011,2177,7395,George W. Bush,republican
2000,Florida,FL,Indian River,12061,George W. Bush,Al Gore,28635,19768,49622,George W. Bush,republican
2000,Florida,FL,Jackson,12063,George W. Bush,Al Gore,9138,6868,16300,George W. Bush,republican
2000,Florida,FL,Jefferson,12065,George W. Bush,Al Gore,2478,3041,5644,Al Gore,democrat
2000,Florida,FL,Lafayette,12067,George W. Bush,Al Gore,1670,789,2505,George W. Bush,republican
2000,Florida,FL,Lake,12069,George W. Bush,Al Gore,50010,36571,88611,George W. Bush,republican
2000,Florida,FL,Lee,12071,George W. Bush,Al Gore,106141,73560,184377,George W. Bush,republican
2000,Florida,FL,Leon,12073,George W. Bush,Al Gore,39062,61427,103124,Al Gore,democrat
2000,Florida,FL,Levy,12075,George W. Bush,Al Gore,6858,5398,12724,George W. Bush,republican
2000,Florida,FL,Liberty,12077,George W. Bush,Al Gore,1317,1017,2410,George W. Bush,republican
2000,Florida,FL,Madison,12079,George W. Bush,Al Gore,3038,3014,6162,George W. Bush,republican
2000,Florida,FL,Manatee,12081,George W. Bush,Al Gore,57952,49177,110221,George W. Bush,republican
2000,Florida,FL,Marion,12083,George W. Bush,Al Gore,55141,44665,102956,George W. Bush,republican
2000,Florida,FL,Martin,12085,George W. Bush,Al Gore,33970,26620,62013,George W. Bush,republican
2000,Florida,FL,Miami-Dade,12086,George W. Bush,Al Gore,289533,328808,625449,Al Gore,democrat
2000,Florida,FL,Monroe,12087,George W. Bush,Al Gore,16059,16483,33896,Al Gore,democrat
2000,Florida,FL,Nassau,12089,George W. Bush,Al Gore,16404,6952,23780,George W. Bush,republican
2000,Florida,FL,Okaloosa,12091,George W. Bush,Al Gore,52093,16948,70680,George W. Bush,republican
2000,Florida,FL,Okeechobee,12093,George W. Bush,Al Gore,5057,4588,9853,George W. Bush,republican
2000,Florida,FL,Orange,12095,George W. Bush,Al Gore,134517,140220,280125,Al Gore,democrat
2000,Florida,FL,Osceola,12097,George W. Bush,Al Gore,26212,28181,55659,Al Gore,democrat
2000,Florida,FL,Palm Beach,12099,George W. Bush,Al Gore,152951,269732,433186,Al Gore,democrat
2000,Florida,FL,Pasco,12101,George W. Bush,Al Gore,68582,69564,142731,Al Gore,democrat
2000,Florida,FL,Pinellas,12103,George W. Bush,Al Gore,184825,200630,398472,Al Gore,democrat
2000,Florida,FL,Polk,12105,George W. Bush,Al Gore,90295,75200,168607,George W. Bush,republican
2000,Florida,FL,Putnam,12107,George W. Bush,Al Gore,13447,12102,26222,George W. Bush,republican
2000,Florida,FL,St. Johns,12109,George W. Bush,Al Gore,39546,19502,60746,George W. Bush,republican
2000,Florida,FL,St. Lucie,12111,George W. Bush,Al Gore,34705,41559,77989,Al Gore,democrat
2000,Florida,FL,Santa Rosa,12113,George W. Bush,Al Gore,36274,12802,50319,George W. Bush,republican
2000,Florida,FL,Sarasota,12115,George W. Bush,Al Gore,83100,72853,160942,George W. Bush,republican
2000,Florida,FL,Seminole,12117,George W. Bush,Al Gore,75677,59174,137634,George W. Bush,republican
2000,Florida,FL,Sumter,12119,George W. Bush,Al Gore,12127,9637,22261,George W. Bush,republican
2000,Florida,FL,Suwannee,12121,George W. Bush,Al Gore,8006,4075,12473,George W. Bush,republican
2000,Florida,FL,Taylor,12123,George W. Bush,Al Gore,4056,2649,6808,George W. Bush,republican
2000,Florida,FL,Union,12125,George W. Bush,Al Gore,2332,1407,3826,George W. Bush,republican
2000,Florida,FL,Volusia,12127,George W. Bush,Al Gore,82357,97304,183654,Al Gore,democrat
2000,Florida,FL,Wakulla,12129,George W. Bush,Al Gore,4512,3838,8587,George W. Bush,republican
2000,Florida,FL,Walton,12131,George W. Bush,Al Gore,12182,5642,18318,George W. Bush,republican
2000,Florida,FL,Washington,12133,George W. Bush,Al Gore,4994,2798,8029,George W. Bush,republican
2000,Georgia,GA,Appling,13001,George W. Bush,Al Gore,3940,2093,6099,George W. Bush,republican
2000,Georgia,GA,Atkinson,13003,George W. Bush,Al Gore,1228,821,2071,George W. Bush,republican
2000,Georgia,GA,Bacon,13005,George W. Bush,Al Gore,2010,956,2995,George W. Bush,republican
2000,Georgia,GA,Baker,13007,George W. Bush,Al Gore,615,893,1519,Al Gore,democrat
2000,Georgia,GA,Baldwin,13009,George W. Bush,Al Gore,6041,5893,12126,George W. Bush,republican
2000,Georgia,GA,Banks,13011,George W. Bush,Al Gore,3202,1220,4533,George W. Bush,republican
2000,Georgia,GA,Barrow,13013,George W. Bush,Al Gore,7925,3657,12102,George W. Bush,republican
2000,Georgia,GA,Bartow,13015,George W. Bush,Al Gore,14720,7508,22781,George W. Bush,republican
2000,Georgia,GA,Ben Hill,13017,George W. Bush,Al Gore,2381,2234,4661,George W. Bush,republican
2000,Georgia,GA,Berrien,13019,George W. Bush,Al Gore,2718,1640,4410,George W. Bush,republican
2000,Georgia,GA,Bibb,13021,George W. Bush,Al Gore,24071,24996,49776,Al Gore,democrat
2000,Georgia,GA,Bleckley,13023,George W. Bush,Al Gore,2436,1273,3749,George W. Bush,republican
2000,Georgia,GA,Brantley,13025,George W. Bush,Al Gore,3118,1372,4566,George W. Bush,republican
2000,Georgia,GA,Brooks,13027,George W. Bush,Al Gore,2406,2096,4551,George W. Bush,republican
2000,Georgia,GA,Bryan,13029,George W. Bush,Al Gore,4835,2172,7059,George W. Bush,republican
2000,Georgia,GA,Bulloch,13031,George W. Bush,Al Gore,8990,5561,14782,George W. Bush,republican
2000,Georgia,GA,Burke,13033,George W. Bush,Al Gore,3381,3720,7135,Al Gore,democrat
2000,Georgia,GA,Butts,13035,George W. Bush,Al Gore,3198,2281,5635,George W. Bush,republican
2000,Georgia,GA,Calhoun,13037,George W. Bush,Al Gore,768,1107,1887,Al Gore,democrat
2000,Georgia,GA,Camden,13039,George W. Bush,Al Gore,6371,3636,10119,George W. Bush,republican
2000,Georgia,GA,Candler,13043,George W. Bush,Al Gore,1643,1053,2722,George W. Bush,republican
2000,Georgia,GA,Carroll,13045,George W. Bush,Al Gore,16326,8752,25741,George W. Bush,republican
2000,Georgia,GA,Catoosa,13047,George W. Bush,Al Gore,12033,5470,17721,George W. Bush,republican
2000,Georgia,GA,Charlton,13049,George W. Bush,Al Gore,1770,1015,2816,George W. Bush,republican
2000,Georgia,GA,Chatham,13051,George W. Bush,Al Gore,37847,37590,76475,George W. Bush,republican
2000,Georgia,GA,Chattahoochee,13053,George W. Bush,Al Gore,590,600,1207,Al Gore,democrat
2000,Georgia,GA,Chattooga,13055,George W. Bush,Al Gore,3640,2729,6477,George W. Bush,republican
2000,Georgia,GA,Cherokee,13057,George W. Bush,Al Gore,38033,12295,52348,George W. Bush,republican
2000,Georgia,GA,Clarke,13059,George W. Bush,Al Gore,11850,15167,28904,Al Gore,democrat
2000,Georgia,GA,Clay,13061,George W. Bush,Al Gore,448,821,1277,Al Gore,democrat
2000,Georgia,GA,Clayton,13063,George W. Bush,Al Gore,19966,40042,61402,Al Gore,democrat
2000,Georgia,GA,Clinch,13065,George W. Bush,Al Gore,1091,816,1929,George W. Bush,republican
2000,Georgia,GA,Cobb,13067,George W. Bush,Al Gore,140494,86676,235027,George W. Bush,republican
2000,Georgia,GA,Coffee,13069,George W. Bush,Al Gore,5756,3593,9430,George W. Bush,republican
2000,Georgia,GA,Colquitt,13071,George W. Bush,Al Gore,6589,3297,9972,George W. Bush,republican
2000,Georgia,GA,Columbia,13073,George W. Bush,Al Gore,26660,8969,36008,George W. Bush,republican
2000,Georgia,GA,Cook,13075,George W. Bush,Al Gore,2279,1639,3944,George W. Bush,republican
2000,Georgia,GA,Coweta,13077,George W. Bush,Al Gore,21327,9056,31226,George W. Bush,republican
2000,Georgia,GA,Crawford,13079,George W. Bush,Al Gore,1987,1513,3567,George W. Bush,republican
2000,Georgia,GA,Crisp,13081,George W. Bush,Al Gore,3285,2268,5609,George W. Bush,republican
2000,Georgia,GA,Dade,13083,George W. Bush,Al Gore,3333,1628,5049,George W. Bush,republican
2000,Georgia,GA,Dawson,13085,George W. Bush,Al Gore,4210,1458,5898,George W. Bush,republican
2000,Georgia,GA,Decatur,13087,George W. Bush,Al Gore,4187,3398,7648,George W. Bush,republican
2000,Georgia,GA,DeKalb,13089,George W. Bush,Al Gore,58807,154509,219980,Al Gore,democrat
2000,Georgia,GA,Dodge,13091,George W. Bush,Al Gore,3472,2326,5877,George W. Bush,republican
2000,Georgia,GA,Dooly,13093,George W. Bush,Al Gore,1588,1901,3520,Al Gore,democrat
2000,Georgia,GA,Dougherty,13095,George W. Bush,Al Gore,12248,16650,29064,Al Gore,democrat
2000,Georgia,GA,Douglas,13097,George W. Bush,Al Gore,18893,11162,30964,George W. Bush,republican
2000,Georgia,GA,Early,13099,George W. Bush,Al Gore,1938,1622,3585,George W. Bush,republican
2000,Georgia,GA,Echols,13101,George W. Bush,Al Gore,614,272,898,George W. Bush,republican
2000,Georgia,GA,Effingham,13103,George W. Bush,Al Gore,7326,3232,10650,George W. Bush,republican
2000,Georgia,GA,Elbert,13105,George W. Bush,Al Gore,3262,2527,5853,George W. Bush,republican
2000,Georgia,GA,Emanuel,13107,George W. Bush,Al Gore,3343,2835,6263,George W. Bush,republican
2000,Georgia,GA,Evans,13109,George W. Bush,Al Gore,1841,1217,3080,George W. Bush,republican
2000,Georgia,GA,Fannin,13111,George W. Bush,Al Gore,5463,2736,8390,George W. Bush,republican
2000,Georgia,GA,Fayette,13113,George W. Bush,Al Gore,29338,11912,42449,George W. Bush,republican
2000,Georgia,GA,Floyd,13115,George W. Bush,Al Gore,16194,10282,26825,George W. Bush,republican
2000,Georgia,GA,Forsyth,13117,George W. Bush,Al Gore,27769,6694,35755,George W. Bush,republican
2000,Georgia,GA,Franklin,13119,George W. Bush,Al Gore,3659,2040,5762,George W. Bush,republican
2000,Georgia,GA,Fulton,13121,George W. Bush,Al Gore,104870,152039,263212,Al Gore,democrat
2000,Georgia,GA,Gilmer,13123,George W. Bush,Al Gore,4941,2230,7370,George W. Bush,republican
2000,Georgia,GA,Glascock,13125,George W. Bush,Al Gore,763,249,1020,George W. Bush,republican
2000,Georgia,GA,Glynn,13127,George W. Bush,Al Gore,14346,7778,22384,George W. Bush,republican
2000,Georgia,GA,Gordon,13129,George W. Bush,Al Gore,7944,4032,12205,George W. Bush,republican
2000,Georgia,GA,Grady,13131,George W. Bush,Al Gore,3894,2721,6703,George W. Bush,republican
2000,Georgia,GA,Greene,13133,George W. Bush,Al Gore,2980,2137,5197,George W. Bush,republican
2000,Georgia,GA,Gwinnett,13135,George W. Bush,Al Gore,121756,61434,191111,George W. Bush,republican
2000,Georgia,GA,Habersham,13137,George W. Bush,Al Gore,6964,2530,9691,George W. Bush,republican
2000,Georgia,GA,Hall,13139,George W. Bush,Al Gore,26841,10259,38150,George W. Bush,republican
2000,Georgia,GA,Hancock,13141,George W. Bush,Al Gore,662,2414,3086,Al Gore,democrat
2000,Georgia,GA,Haralson,13143,George W. Bush,Al Gore,5153,2869,8167,George W. Bush,republican
2000,Georgia,GA,Harris,13145,George W. Bush,Al Gore,5554,2912,8562,George W. Bush,republican
2000,Georgia,GA,Hart,13147,George W. Bush,Al Gore,4242,3192,7536,George W. Bush,republican
2000,Georgia,GA,Heard,13149,George W. Bush,Al Gore,1947,1178,3198,George W. Bush,republican
2000,Georgia,GA,Henry,13151,George W. Bush,Al Gore,25815,11971,38867,George W. Bush,republican
2000,Georgia,GA,Houston,13153,George W. Bush,Al Gore,23174,13301,36988,George W. Bush,republican
2000,Georgia,GA,Irwin,13155,George W. Bush,Al Gore,1720,1105,2852,George W. Bush,republican
2000,Georgia,GA,Jackson,13157,George W. Bush,Al Gore,7878,3420,11635,George W. Bush,republican
2000,Georgia,GA,Jasper,13159,George W. Bush,Al Gore,2298,1558,3943,George W. Bush,republican
